,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,target
202,0,3,1,0,1,1,0,2,3,1,1,2,2,2,0,1,1,3,3,1,2,1,0,0,2,1,41,40,5,2,Maybe
203,0,3,1,3,2,1,2,0,3,1,1,2,2,1,1,1,2,0,2,3,1,2,2,1,2,2,50,50,8,2,Yes
204,0,1,1,0,0,1,1,0,2,0,1,0,2,2,0,2,1,0,0,0,2,1,2,1,2,1,50,50,5,0,Maybe
205,0,4,1,2,0,1,1,1,3,1,1,0,0,2,0,0,0,1,1,1,2,1,1,0,2,1,49,49,10,2,No
206,0,3,1,0,1,2,0,0,3,0,1,2,0,0,0,2,1,3,3,1,2,2,0,1,0,1,46,45,5,0,No
207,0,2,1,0,1,1,1,0,2,0,1,1,1,0,0,1,1,1,1,1,2,1,2,1,0,1,50,50,0,0,Yes
208,0,4,1,1,1,1,1,0,2,2,1,1,1,0,0,2,0,0,3,1,2,2,2,1,1,1,50,50,11,0,Yes
209,0,1,1,3,0,1,2,0,3,1,1,0,0,1,0,0,0,0,1,1,2,1,1,0,0,1,49,49,2,0,No
210,0,3,1,1,1,1,1,0,1,1,1,0,0,2,0,1,1,3,0,1,2,1,1,0,2,1,22,21,8,2,No
211,0,1,1,3,2,0,0,2,3,1,1,0,2,2,0,0,0,1,1,1,2,2,2,1,1,1,50,50,10,0,No
212,0,0,1,3,1,1,1,0,3,0,1,2,2,0,0,0,1,4,2,2,0,2,2,1,0,0,49,49,5,2,Yes
213,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,0,1,0,1,41,40,11,2,Maybe
214,0,3,1,0,1,1,1,0,1,0,0,1,0,2,0,2,0,4,1,1,2,1,1,0,0,1,41,40,0,2,No
215,0,4,1,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,1,1,2,1,1,0,2,1,50,50,0,0,No
216,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,2,1,50,50,8,2,No
217,0,2,1,1,0,1,1,0,3,1,1,0,0,2,0,2,0,0,0,1,2,1,1,0,2,1,6,5,0,2,No
218,0,3,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,2,1,41,40,5,1,No
219,0,5,1,1,1,1,1,1,3,2,1,1,1,1,0,2,1,4,1,1,2,1,2,1,2,1,41,40,0,2,Yes
220,0,2,1,3,2,1,1,2,5,1,1,2,2,2,0,2,2,2,2,1,2,0,2,0,0,1,17,16,4,1,Yes
221,0,2,1,3,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,11,10,0,2,No
222,0,1,1,0,1,1,0,0,3,1,1,0,2,1,0,0,0,1,0,1,2,1,1,0,0,1,50,50,0,1,No
223,0,4,1,2,0,2,1,2,3,0,0,2,2,0,0,1,1,4,1,1,2,2,2,1,2,0,45,44,5,2,No
224,0,1,1,3,2,1,1,2,3,1,1,2,2,2,0,0,1,0,0,0,1,0,1,0,0,1,49,49,0,0,No
225,0,3,1,3,0,1,0,0,3,0,1,0,0,2,0,1,1,3,3,1,2,2,0,1,2,0,50,50,11,0,No
226,0,2,1,0,1,1,1,0,3,0,0,1,1,0,1,0,1,3,3,3,2,2,2,0,0,1,21,20,0,2,No
227,0,2,1,1,0,1,1,1,3,0,1,0,1,2,0,0,0,0,1,1,2,1,1,0,0,1,26,25,10,0,No
228,0,2,1,3,2,1,1,0,1,0,1,2,2,1,0,2,0,3,3,1,2,0,2,0,0,1,50,50,0,2,Maybe
229,0,1,1,3,2,1,2,0,2,0,0,1,1,0,1,1,1,3,3,2,1,2,2,1,2,0,50,50,8,1,Yes
230,0,2,1,0,1,1,2,1,2,0,0,1,1,1,0,1,1,3,3,0,1,0,2,1,2,0,50,50,6,2,Yes
231,0,5,0,3,2,2,2,2,5,1,1,0,2,2,0,2,2,0,0,3,0,2,2,1,2,1,50,50,0,1,No
232,0,3,1,3,0,1,1,2,5,1,1,1,1,2,0,2,0,1,1,1,2,1,1,0,2,1,22,21,4,2,No
233,0,3,1,3,2,0,0,2,5,1,1,2,2,2,0,2,0,0,1,1,2,2,1,0,0,0,50,50,8,0,No
234,0,5,1,3,2,2,2,1,4,2,1,0,1,1,0,1,1,3,3,0,1,2,2,1,1,1,50,50,8,2,Yes
235,0,2,1,3,2,1,2,2,5,1,1,2,2,2,0,2,2,0,1,1,2,2,1,0,0,1,50,50,2,2,No
236,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,0,0,0,0,2,0,1,0,0,1,21,20,5,2,Maybe
237,0,1,1,1,1,1,0,0,5,0,1,1,1,0,0,0,2,3,3,3,2,1,1,0,0,1,41,40,5,1,No
238,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,0,3,1,2,2,2,1,2,1,50,50,5,2,Maybe
239,0,1,1,1,1,1,1,0,5,0,1,0,0,0,0,0,2,0,0,1,2,1,1,0,0,1,22,21,0,2,No
240,0,1,1,2,0,2,1,0,1,2,0,1,1,2,0,0,1,3,3,1,2,0,0,1,0,1,22,21,5,1,Maybe
241,0,4,1,0,1,1,0,0,3,0,1,2,0,1,0,0,0,0,1,1,2,1,2,1,2,1,50,50,5,2,No
242,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,1,3,3,0,2,2,2,1,0,0,49,49,7,0,No
243,0,3,1,0,0,1,0,0,5,1,1,1,0,0,0,1,1,0,0,1,2,0,1,0,2,1,22,21,0,0,No
244,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,22,21,0,2,No
245,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,50,50,8,2,Maybe
246,0,5,1,2,0,2,2,2,5,2,1,0,0,2,0,0,1,4,1,2,2,1,2,1,1,1,49,49,10,2,Yes
247,0,4,1,1,0,1,1,0,3,1,1,0,2,2,0,1,1,2,0,3,1,2,2,1,0,0,50,50,5,0,Yes
248,0,5,0,1,0,1,0,0,2,0,0,1,1,1,0,1,1,3,3,1,2,1,0,0,0,1,50,50,5,1,No
249,0,3,1,3,2,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,2,1,0,1,50,50,11,1,Yes
250,0,5,1,3,2,2,2,2,4,0,0,1,0,1,0,0,1,3,3,1,2,2,2,1,0,0,50,48,2,2,Yes
251,0,3,1,3,0,1,2,0,0,0,1,1,1,0,1,2,1,4,4,2,2,0,2,1,1,0,11,10,6,0,Yes
252,0,2,1,3,2,2,2,0,3,1,1,0,2,2,0,1,1,0,1,3,1,2,2,1,0,0,50,50,10,2,Yes
253,0,2,1,3,2,2,1,2,1,0,0,0,0,1,1,0,1,4,4,2,2,2,2,1,0,1,50,50,5,2,Yes
254,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,1,1,0,1,3,2,2,2,1,2,1,50,50,5,0,Yes
255,0,0,0,1,2,2,1,1,3,1,1,2,2,1,0,0,0,3,1,1,2,2,1,0,0,1,33,32,4,2,No
256,0,2,1,3,2,2,2,2,3,1,1,0,0,2,1,0,0,0,0,2,2,2,2,1,2,1,50,50,5,1,Maybe
257,0,2,1,3,0,0,0,0,3,1,1,0,2,2,0,1,1,0,0,1,2,1,2,1,0,1,50,50,5,2,Yes
258,0,3,1,3,2,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,1,0,0,50,50,4,2,Maybe
259,0,2,1,3,0,1,2,2,5,1,1,2,2,2,0,1,1,1,1,1,2,2,2,1,2,1,50,50,5,2,Maybe
260,0,2,1,3,2,0,2,2,5,1,1,2,2,2,0,1,1,1,1,0,1,2,2,1,2,1,50,50,5,2,Yes
261,0,2,1,3,1,2,2,2,1,1,1,0,2,1,0,1,1,3,3,3,2,1,1,0,0,0,50,50,10,2,No
262,0,5,0,3,2,2,2,2,1,0,0,0,0,2,1,0,1,3,0,3,0,1,1,1,0,1,11,10,11,2,No
263,0,5,1,3,2,1,2,0,1,0,1,0,2,0,0,1,1,0,0,2,0,2,2,1,1,0,50,50,4,2,Yes
264,0,1,1,3,2,2,2,0,2,2,0,0,1,1,0,1,1,3,3,0,1,1,0,0,0,1,50,50,3,0,Maybe
265,0,2,1,0,1,1,1,0,3,0,1,0,0,0,0,0,1,3,0,0,2,1,0,0,0,1,49,49,0,1,No
266,0,2,1,3,0,2,0,0,2,0,1,0,0,1,0,0,1,0,1,2,1,2,2,1,0,0,50,50,5,2,Yes
267,0,2,1,3,2,0,2,2,5,1,1,2,2,2,0,0,0,0,1,0,1,2,1,1,2,0,50,50,8,2,No
268,0,1,1,1,1,1,1,0,4,2,0,1,1,1,1,2,1,4,1,2,2,2,2,1,2,0,49,49,8,2,Yes
269,0,2,1,3,2,1,2,2,3,0,1,0,0,0,0,0,1,0,0,3,2,1,2,1,2,0,50,50,5,2,Yes
270,0,4,1,0,2,1,1,0,3,1,1,1,0,2,1,1,0,0,1,1,2,2,2,1,2,1,22,21,5,0,Yes
271,0,2,1,3,2,2,2,2,5,1,1,2,2,2,0,2,2,0,1,1,2,2,2,1,1,1,50,50,4,2,No
272,0,5,1,3,2,2,2,2,3,1,1,2,2,2,0,0,0,0,1,2,0,1,2,1,1,1,50,50,2,2,Yes
273,0,2,1,3,0,0,2,0,5,1,1,0,0,2,0,1,1,0,1,1,2,0,1,0,0,1,50,50,5,1,No
274,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,3,3,0,2,2,0,0,1,1,49,49,5,1,Maybe
275,0,3,1,3,2,1,1,0,4,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1,2,1,50,50,0,1,Yes
276,0,1,0,0,0,1,2,0,4,2,2,1,0,1,1,2,0,3,3,0,0,0,0,1,1,1,50,50,5,1,Maybe
277,0,5,1,3,0,0,0,0,1,1,1,2,1,0,0,0,0,1,1,1,2,1,1,1,0,1,50,50,2,0,Yes
278,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,1,4,4,2,2,2,2,1,1,1,50,50,7,2,Maybe
279,0,2,1,3,1,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,50,50,5,2,No
280,0,5,1,3,0,0,2,0,3,1,1,1,0,0,0,0,1,3,0,3,2,2,0,1,2,1,50,50,0,0,No
281,0,1,1,3,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,2,1,2,1,50,50,0,2,No
282,0,4,1,3,2,1,1,0,4,2,0,1,1,1,0,1,1,4,3,1,2,2,2,1,2,0,50,50,5,1,Maybe
283,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,0,0,1,2,2,1,0,1,1,22,21,5,0,No
284,0,1,0,1,0,1,2,0,1,2,1,0,0,0,0,1,1,0,0,2,2,0,2,1,0,1,3,2,0,2,Yes
285,0,1,1,0,1,1,0,0,2,2,0,1,1,0,0,1,1,0,3,0,1,2,2,0,2,1,50,50,8,1,Yes
286,0,1,1,3,1,1,1,0,5,0,1,0,0,1,1,2,1,4,0,2,2,2,2,1,1,0,50,50,10,0,Yes
287,0,3,1,0,0,1,2,0,1,1,1,1,2,2,0,2,2,0,0,1,2,0,1,0,0,1,50,50,0,2,No
288,0,4,1,1,1,1,1,1,2,2,0,1,1,1,0,1,1,3,3,3,2,2,2,1,3,1,50,50,0,2,Yes
289,0,3,1,0,1,1,1,0,3,1,1,1,0,0,0,0,0,0,0,1,2,2,1,0,0,1,22,21,0,2,No
290,0,4,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,3,0,3,2,1,1,0,2,1,34,33,0,1,No
291,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,2,1,2,2,49,49,0,2,Maybe
292,0,2,1,0,1,2,0,0,3,1,1,2,2,2,0,0,1,0,0,1,2,2,0,0,2,1,49,49,0,1,Maybe
293,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,1,1,3,3,3,0,0,0,1,0,1,49,49,7,2,Yes
294,0,1,1,0,1,1,1,0,0,2,2,1,1,0,0,1,1,3,3,1,2,2,2,1,0,0,50,50,0,2,Maybe
295,0,1,1,1,1,1,1,0,5,1,1,0,0,0,0,0,1,1,1,1,2,2,2,1,0,1,49,49,0,2,Yes
296,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,3,3,3,2,2,2,1,0,1,49,49,5,2,Yes
297,0,5,1,3,0,1,1,2,5,1,1,0,0,2,0,0,0,0,0,2,2,2,2,1,1,0,3,2,11,2,Yes
298,0,1,0,3,0,2,2,0,5,1,1,2,2,2,0,2,2,0,1,2,1,2,0,1,0,0,47,46,0,2,No
299,0,5,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,3,2,1,1,0,2,1,49,49,5,2,No
300,0,4,1,2,0,1,1,1,2,1,1,1,2,0,0,0,0,0,1,0,0,0,2,1,2,2,49,49,5,1,Maybe
301,0,3,1,3,2,2,2,2,3,1,1,2,2,2,0,0,0,3,0,2,2,2,2,1,0,1,49,49,11,0,Yes
302,0,0,0,1,0,1,1,0,4,0,0,0,0,1,1,2,0,3,3,3,2,1,0,0,3,1,3,2,3,2,No
303,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,3,1,3,2,2,2,1,3,0,3,2,0,0,Yes
304,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,45,50,0,0,No
305,0,0,1,1,1,0,1,0,2,0,1,0,0,2,0,0,0,3,1,1,2,2,2,1,2,1,49,49,5,1,No
306,0,3,1,0,1,1,0,0,5,1,1,0,0,2,0,1,1,3,0,0,1,1,1,0,0,0,41,40,2,2,No
307,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,3,3,3,0,1,2,1,3,1,11,50,5,0,Yes
308,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,0,4,0,3,2,2,2,1,1,1,3,2,1,0,Yes
309,0,4,1,0,1,1,2,0,1,0,1,1,0,2,0,1,1,3,3,0,1,2,2,1,0,0,49,49,0,1,Yes
310,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,4,0,2,1,2,2,1,0,1,49,49,4,2,Yes
311,0,1,1,3,0,2,1,0,5,1,1,0,0,2,0,1,1,0,0,1,2,1,1,0,0,1,49,49,10,2,No
312,0,4,1,2,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,1,2,2,2,1,0,1,50,50,5,0,Yes
313,0,2,1,1,0,2,1,2,5,1,1,0,2,2,0,0,1,0,0,0,1,1,1,0,0,1,36,35,4,2,No
314,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,1,3,3,1,2,2,2,1,0,0,50,50,0,0,Yes
315,0,2,0,0,1,1,1,0,3,1,1,2,2,2,0,2,0,0,1,1,2,1,1,0,0,1,50,50,10,2,No
316,0,2,1,3,0,1,0,0,2,0,1,0,0,2,0,0,1,3,3,1,2,2,2,1,3,1,50,50,0,2,No
317,0,4,1,0,0,1,1,2,5,1,1,0,2,0,0,1,1,0,1,1,2,2,2,1,0,1,50,50,10,2,Yes
318,0,1,1,3,2,1,1,0,0,0,0,2,0,0,0,1,1,0,0,1,2,2,2,1,1,1,50,50,0,1,No
319,0,4,1,0,0,1,0,0,4,0,0,0,1,0,1,1,1,3,0,0,0,1,1,1,0,0,11,10,5,1,No
320,0,2,1,3,2,1,1,2,3,1,1,0,2,2,0,0,0,0,1,2,2,2,1,1,2,0,11,10,1,1,Yes
321,0,4,1,3,0,1,0,0,2,0,1,2,2,2,0,0,1,3,0,1,2,2,2,1,1,0,11,10,9,2,Yes
322,0,4,1,3,2,1,1,0,1,1,1,2,2,2,0,0,0,0,1,3,1,2,0,0,2,0,11,10,1,2,No
323,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,2,2,0,0,2,0,11,10,8,1,Maybe
324,0,4,1,3,2,2,2,2,5,1,1,0,2,2,0,0,0,3,0,3,0,1,1,0,3,0,11,10,4,2,No
325,0,4,1,3,1,2,1,0,1,1,1,0,0,2,0,1,1,0,0,0,0,1,2,1,2,1,11,10,8,1,Yes
326,0,1,1,2,1,1,0,0,2,0,1,1,1,0,0,2,1,3,3,0,1,2,1,1,0,1,2,1,8,0,No
327,0,2,1,1,0,1,1,0,2,2,0,1,1,0,0,2,0,3,3,1,2,2,1,0,2,1,26,25,0,1,No
328,0,2,0,0,1,1,0,0,2,2,1,0,2,0,0,1,1,3,0,1,2,1,1,0,0,1,50,50,5,2,No
329,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,0,1,2,1,1,2,1,0,1,34,33,0,2,Yes
330,0,2,1,3,0,1,2,0,5,1,1,2,2,2,0,2,1,0,0,2,2,0,2,1,0,0,50,50,8,2,Yes
331,0,2,1,3,1,1,1,0,4,2,0,0,0,0,0,0,1,3,3,1,2,0,0,1,2,1,11,10,5,1,Maybe
332,0,3,1,3,2,2,2,2,3,0,1,2,0,2,0,2,0,0,0,1,2,2,0,1,2,1,49,49,1,0,Maybe
333,0,4,1,2,0,2,1,0,3,1,1,2,2,2,0,0,0,0,0,0,1,2,2,1,2,1,49,50,5,0,Maybe
334,0,5,1,3,0,1,1,0,3,1,1,0,2,1,0,2,2,1,0,3,0,2,0,0,1,1,50,50,2,0,Maybe
335,0,2,1,3,2,2,2,2,5,1,1,2,2,2,0,2,0,2,2,1,2,1,2,1,2,0,50,50,5,2,Yes
336,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,1,0,1,2,1,0,0,2,1,46,45,0,2,Maybe
337,0,2,1,3,2,2,2,0,3,1,1,2,2,2,0,0,0,0,2,2,1,2,2,0,2,0,50,50,10,2,Yes
338,0,0,1,3,2,1,2,0,5,1,1,2,2,2,0,0,0,2,1,1,2,1,2,1,0,1,34,33,5,2,Yes
339,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,1,1,3,3,1,2,0,1,0,2,1,50,50,5,2,No
340,0,2,1,1,2,1,1,0,2,1,1,0,0,0,0,2,2,0,0,3,0,1,2,1,1,1,50,50,3,2,Yes
341,0,4,1,1,0,1,1,0,5,1,1,2,2,2,0,2,1,1,1,2,1,1,0,0,2,1,28,27,5,1,No
342,0,1,1,0,1,1,1,0,5,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,22,21,0,1,Maybe
343,0,1,1,3,2,0,2,2,5,1,1,0,2,2,0,2,2,0,1,0,1,2,1,0,0,0,50,50,8,0,No
344,0,5,0,0,1,1,1,0,2,0,1,1,2,1,0,0,1,4,0,2,2,0,2,1,1,0,50,50,0,0,Yes
345,0,5,1,1,1,1,1,1,3,0,1,1,1,0,0,0,0,3,0,1,2,0,1,0,2,1,30,29,5,1,Maybe
346,0,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,50,50,10,1,No
347,0,2,1,3,0,1,1,0,3,1,1,2,2,2,0,0,0,1,1,1,2,2,1,0,2,0,50,50,8,2,No
348,0,1,1,3,0,1,1,0,5,0,1,2,2,0,0,0,1,0,1,3,1,2,2,1,2,1,50,50,5,2,Yes
349,0,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,3,1,2,1,1,0,0,1,50,50,2,0,Maybe
350,0,1,1,0,1,1,1,0,2,0,1,0,1,1,0,0,1,3,0,1,2,1,1,0,2,1,22,21,0,1,No
351,0,0,1,3,0,1,0,1,1,1,1,0,2,0,0,0,1,4,0,3,0,0,0,1,3,1,50,50,5,1,No
352,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,2,0,0,1,2,1,0,0,0,1,17,16,5,2,Maybe
353,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,0,0,1,2,2,2,1,0,1,50,50,5,2,Yes
354,0,5,0,2,0,1,1,0,2,1,1,2,2,0,0,1,1,0,1,1,2,2,2,1,2,1,50,50,3,2,Yes
355,0,1,1,0,1,1,2,2,0,2,0,1,1,0,0,0,1,3,3,0,0,1,1,0,1,1,50,50,5,0,No
356,0,2,1,3,2,2,2,2,5,1,1,2,2,2,0,0,1,0,0,0,1,0,2,1,0,0,50,50,0,2,Yes
357,0,1,1,3,2,1,1,0,2,2,1,1,1,1,0,0,1,3,3,0,2,2,2,1,0,1,50,50,10,1,Yes
358,0,1,1,3,0,1,1,0,0,2,0,1,0,0,0,1,1,3,3,3,2,2,2,1,2,1,50,50,0,0,Maybe
359,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,3,0,0,1,1,1,0,1,1,34,33,1,2,No
360,0,3,1,3,1,1,0,0,3,0,0,2,2,0,0,1,1,3,0,3,2,2,2,1,0,0,50,50,0,0,Yes
361,0,1,1,1,1,1,1,0,2,2,1,0,0,1,0,1,1,3,3,0,0,1,1,0,1,1,50,50,8,2,No
362,0,1,1,0,0,1,0,0,3,1,1,0,0,1,0,1,1,2,2,1,2,2,0,0,2,1,50,50,5,2,Maybe
363,0,1,1,3,2,2,2,2,5,1,1,2,2,2,0,2,2,0,1,1,2,1,1,0,1,1,50,50,4,0,No
364,0,1,1,3,0,2,2,2,3,1,1,0,2,2,0,1,1,0,1,0,2,1,2,0,2,0,50,50,11,0,No
365,0,4,1,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,1,0,2,1,49,49,7,2,No
366,0,1,1,3,1,2,2,0,0,0,2,2,0,2,0,2,2,0,0,3,0,2,2,1,0,0,50,50,0,2,Yes
367,0,4,1,3,0,1,1,2,3,0,0,0,0,2,0,1,1,2,0,1,2,1,2,1,0,1,50,50,1,2,No
368,0,2,1,0,1,1,2,0,3,1,1,2,2,2,0,0,0,0,1,2,2,2,2,1,2,0,50,50,0,0,Yes
369,0,3,1,3,2,0,0,2,3,0,0,0,2,2,0,1,1,3,3,3,2,1,0,0,0,0,50,50,10,2,No
370,0,4,1,0,0,1,1,2,1,1,1,0,2,2,0,2,2,0,1,1,2,1,1,0,1,1,11,10,4,2,No
371,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,1,0,1,2,1,2,1,2,1,49,49,0,0,Maybe
372,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,20,19,5,2,Yes
373,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,0,2,1,11,10,5,0,No
374,0,3,1,0,1,2,1,0,5,0,1,1,1,2,0,1,1,0,2,1,2,1,0,0,2,0,41,40,8,2,No
375,0,2,1,3,2,1,2,2,1,2,0,0,0,1,0,0,1,4,4,2,2,2,2,1,2,0,50,50,0,2,Yes
376,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,2,0,0,0,0,2,2,1,2,0,50,50,7,0,Yes
377,0,5,0,3,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,1,2,0,3,2,8,1,Maybe
378,0,2,1,1,1,1,1,1,3,2,0,2,0,1,1,2,2,4,0,2,0,2,2,1,0,1,34,33,0,1,Yes
379,0,5,0,3,2,2,2,0,3,1,1,0,2,2,0,0,1,3,0,0,1,2,2,1,0,1,50,50,3,2,Yes
380,0,1,1,3,0,2,2,2,5,1,1,0,2,0,0,1,1,3,3,0,2,2,2,1,2,0,50,50,0,2,Yes
381,0,2,1,3,2,2,2,2,5,1,1,0,0,2,0,1,1,0,0,3,1,0,2,1,0,1,50,50,2,2,Yes
382,0,0,1,2,0,1,1,0,2,2,0,1,1,0,0,1,1,0,0,0,2,0,2,1,2,0,3,2,5,2,Yes
383,0,3,1,0,0,1,0,0,3,0,1,0,1,1,0,0,1,0,3,0,2,2,2,1,0,1,50,50,8,0,Maybe
384,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,3,0,3,2,1,1,0,1,1,50,47,10,2,No
385,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,0,0,3,3,0,2,1,1,0,0,50,50,6,0,No
386,0,5,1,0,0,1,0,0,2,2,2,0,1,1,0,1,1,3,3,0,2,2,2,1,2,0,50,50,0,2,Yes
387,0,1,1,3,2,1,0,0,5,1,1,2,2,0,0,2,1,2,0,1,2,2,2,1,0,1,50,50,0,2,Yes
388,0,1,1,3,2,0,2,2,0,2,2,1,1,0,0,1,1,3,3,2,1,1,1,0,1,0,50,50,9,2,No
389,0,5,1,3,0,0,2,2,3,0,1,1,1,0,0,2,1,3,3,1,2,1,1,0,2,0,50,50,5,1,No
390,0,1,1,3,2,1,0,0,3,1,1,1,2,2,0,1,1,3,0,1,2,0,2,1,0,1,50,50,10,0,Yes
391,0,1,1,0,1,1,2,0,1,0,1,1,0,0,1,1,1,3,3,3,2,2,1,0,0,1,50,50,0,2,Maybe
392,0,3,1,0,1,0,2,0,3,1,1,2,2,2,0,1,2,2,2,1,2,0,2,1,0,1,50,50,10,0,Yes
393,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,0,0,1,2,1,1,0,0,1,34,33,5,2,No
394,0,4,1,1,0,1,1,0,3,1,1,1,0,2,0,1,1,0,0,3,0,0,0,0,2,0,49,49,9,2,Maybe
395,0,2,1,0,1,2,0,2,3,0,0,0,1,2,0,2,1,0,3,1,2,1,1,1,2,1,34,33,0,1,No
396,0,3,1,0,0,2,2,0,3,1,0,0,0,2,0,0,1,0,1,1,2,2,2,1,0,1,50,50,2,2,Yes
397,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,1,1,2,0,3,1,2,0,1,1,0,50,50,8,0,No
398,0,1,1,3,0,1,0,2,3,0,1,0,0,0,0,2,0,3,1,0,0,0,1,0,0,1,50,50,0,1,No
399,0,4,1,3,2,1,1,2,5,0,1,1,2,2,0,1,1,3,1,2,1,1,0,1,0,1,50,50,0,2,Maybe
400,0,1,1,1,1,1,1,0,3,0,0,2,2,0,0,0,0,4,0,3,0,2,2,1,0,1,49,49,11,0,Yes
401,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,2,0,3,3,1,2,2,2,1,0,0,50,50,5,0,No
402,0,2,1,0,1,2,1,0,5,2,0,0,0,2,0,0,1,3,3,1,2,2,2,1,0,1,50,50,0,0,Yes
403,0,2,0,1,0,1,1,0,5,0,1,0,0,0,0,0,1,4,0,1,2,0,1,0,2,1,14,13,5,0,No
404,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,0,0,0,1,2,0,1,0,0,1,50,50,7,2,Maybe
405,0,1,1,3,2,1,0,0,0,0,1,0,2,1,0,1,1,3,0,0,2,2,2,1,0,1,50,50,0,2,Yes
406,0,1,1,3,1,1,1,0,0,0,1,1,1,0,0,1,1,3,0,3,2,2,2,1,0,1,50,50,0,0,No
407,0,2,1,3,2,1,1,0,3,1,1,2,0,0,0,1,1,0,1,1,2,1,1,1,2,1,50,50,5,2,Yes
408,0,1,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,2,0,2,1,50,50,0,2,Yes
409,0,5,1,3,0,2,0,0,0,0,1,0,2,0,0,0,1,3,3,3,0,2,2,1,0,1,50,50,2,1,Maybe
410,0,2,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,2,2,2,1,2,0,49,49,1,1,Yes
411,1,2,1,3,0,1,1,0,3,0,1,0,2,0,0,0,1,0,0,0,1,1,2,1,0,1,47,46,4,0,No
412,0,2,1,3,0,2,0,2,5,1,1,2,2,2,0,2,0,1,0,1,2,1,2,1,0,1,34,33,0,1,No
413,0,4,0,3,0,1,2,1,1,1,1,2,2,2,0,0,0,1,1,1,2,0,2,1,0,1,34,33,5,1,Yes
414,0,2,1,1,1,2,1,0,4,1,1,2,2,2,0,2,1,3,1,1,2,1,2,1,2,0,22,21,2,0,Yes
